sys_RespNum,sys_StartTime,sys_EndTime,sys_ElapsedTime,sys_SumPageTimes,sys_StartTimeStamp,sys_EndTimeStamp,sys_DataSource,sys_RespStatus,sys_DispositionCode,sys_LastQuestion,sys_UserJavaScript,sys_OperatingSystem,sys_Browser,sys_IPAddress,sys_ScreenWidth,sys_CAPIDeviceID,StateofUtah_Choice1,StateofUtah_Choice2,StateofUtah_Choice3,StateofUtah_Choice4,StateofUtah_Choice5,StateofUtah_Choice6,StateofUtah_Choice7,StateofUtah_Choice8,StateofUtah_Choice9,StateofUtah_Choice10,StateofUtah_Choice11,StateofUtah_Choice12,StateofUtah_Choice13,StateofUtah_Choice14,StateofUtah_Choice15,WorkplacePerks_1,WorkplacePerks_2,WorkplacePerks_3,WorkplacePerks_4,WorkplacePerks_5,Zip,Gender,Dependents,Education,Age,workExperience,effectivelyServes,employmentOpportunities,benefits,StateofUtah_Fit,Salary_10% below industry average_Rescaled_Utility,Salary_Industry average_Rescaled_Utility,Salary_10% above industry average_Rescaled_Utility,Flexability_100% on-site hours 0% work at home_Rescaled_Utility,Flexability_75% on-site hours 25% work at home_Rescaled_Utility,Flexability_50% on-site hours 50% work at home_Rescaled_Utility,Flexability_25% on-site hours 75% work at home_Rescaled_Utility,Core_Health Care_Rescaled_Utility,Core_Company Retirement Plan_Rescaled_Utility,Core_Personal sick/vacation leave_Rescaled_Utility,Perks_Childcare credit_Rescaled_Utility,Perks_Tuition assistance_Rescaled_Utility,Perks_Paid parental/family leave_Rescaled_Utility,Perks_Paid professional develop_Rescaled_Utility,Stability_High Stability_Rescaled_Utility,Stability_Low Stability_Rescaled_Utility,Growth_High Growth_Rescaled_Utility,Growth_Low Growth_Rescaled_Utility,Salary_Importance,Flexability_Importance,Core_Importance,Perks_Importance,Stability_Importance,Growth_Importance
147,11 Feb 2020 - 10:29:48 MST,11 Feb 2020 - 10:35:52 MST,0h 6m 4s,0h 6m 3s,1581442188,1581442552,1,5,,Terminate1,1,Mac OS X 10.15.2,Chrome 80.0.3987.87,,1440,,3,2,1,2,1,2,1,2,1,2,1,3,3,3,1,4,3,2,1,,84108,1,2,5,1,1,3,2,2,0.521593606,-76.55095342,-0.597358111,77.14831154,-31.41808,29.94774354,20.58709781,-19.11676135,56.00315303,-91.60485167,35.60169864,-11.7662284,0.383195642,-40.631327,52.01435976,22.95946332,-22.95946332,49.3811467,-49.3811467,0.256165442,0.102276373,0.246013341,0.154409478,0.076531544,0.164603822
148,11 Feb 2020 - 10:29:52 MST,11 Feb 2020 - 10:31:13 MST,0h 1m 21s,0h 1m 20s,1581442192,1581442273,1,2,,StateofUtah_Choice3,1,,Safari 604.1,,375,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,11 Feb 2020 - 10:32:59 MST,11 Feb 2020 - 10:43:38 MST,0h 10m 39s,0h 10m 38s,1581442379,1581443018,1,5,,Terminate1,1,Android 10,Chrome 75.0.3770.143,,360,,1,2,2,2,1,1,1,3,2,2,1,1,1,3,2,4,3,1,2,,84720,2,2,5,1,2,1,1,1,0.593822531,-38.55700581,-1.294094472,39.85110028,-43.31330483,-11.06041354,61.6108867,-7.237168327,20.56221101,-37.7358197,17.17360869,-36.93906684,36.18584462,9.822488809,-9.069266584,76.20205233,-76.20205233,66.42032778,-66.42032778,0.130680177,0.174873653,0.097163385,0.121874852,0.254006841,0.221401093
150,11 Feb 2020 - 10:33:06 MST,11 Feb 2020 - 10:55:29 MST,0h 22m 23s,0h 22m 19s,1581442386,1581443729,1,5,,Terminate1,1,Mac OS X 10.15.2,Chrome 79.0.3945.130,,1440,,1,1,2,2,3,1,2,3,1,1,1,1,1,3,3,2,3,4,1,,84109,1,2,3,1,1,2,1,2,0.595951977,-83.02301364,23.20925961,59.81375404,-35.93232687,22.74074752,-2.54494458,15.73652392,45.90339159,-0.520261348,-45.38313024,42.03212804,-33.75581684,14.61222827,-22.88853947,70.07470156,-70.07470156,45.63314406,-45.63314406,0.238061279,0.097788457,0.152144203,0.126313241,0.233582339,0.15211048
151,11 Feb 2020 - 10:33:24 MST,11 Feb 2020 - 10:36:20 MST,0h 2m 56s,0h 2m 51s,1581442404,1581442580,1,5,,Terminate1,1,,Snapchat 10.75.0.67,,414,,3,1,1,1,3,1,2,1,2,3,1,1,1,2,1,4,3,1,2,,84020,1,2,4,1,2,2,1,1,0.265548526,31.14813895,-70.88294883,39.73480988,64.20216139,-6.557961018,-77.14825567,19.5040553,48.31489753,-129.9260874,81.61118984,-58.85617331,-20.48680535,57.16814621,22.17483246,9.489749274,-9.489749274,0.745364473,-0.745364473,0.184362931,0.235584028,0.352562129,0.193373866,0.031632498,0.002484548
152,11 Feb 2020 - 10:33:37 MST,11 Feb 2020 - 10:33:37 MST,0h 0m 0s,0h 0m 0s,1581442417,1581442417,1,2,,Text1,1,,Safari 604.1,,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,11 Feb 2020 - 10:38:27 MST,11 Feb 2020 - 10:46:47 MST,0h 8m 20s,0h 8m 17s,1581442707,1581443207,1,5,,Terminate1,1,,Mobile 15E148,,414,,3,3,2,3,3,2,3,2,1,3,3,3,2,3,2,1,2,3,4,,84096,2,2,4,1,1,3,1,1,0.5665196,-42.27327402,10.79216131,31.48111272,-0.362350256,-42.01957393,31.74544789,10.6364763,25.30699506,-26.6059722,1.298977137,-22.63007883,-18.88306194,35.22944925,6.283691525,126.7176501,-126.7176501,44.63639798,-44.63639798,0.122923978,0.122941703,0.086521612,0.096432547,0.422392167,0.148787993
154,11 Feb 2020 - 10:38:46 MST,11 Feb 2020 - 10:42:53 MST,0h 4m 7s,0h 4m 3s,1581442726,1581442973,1,5,,Terminate1,1,,Safari 604.1,,375,,3,3,3,1,1,3,1,2,1,3,3,1,3,2,2,4,3,1,2,,84782,2,2,3,1,1,1,2,2,0.475795758,-39.0139237,-13.37312831,52.38705201,13.43707018,34.94284034,2.67217435,-51.05208488,-24.69669068,21.48247365,3.214217026,-84.6654208,99.29949038,27.41137353,-42.0454431,68.67634913,-68.67634913,27.55366266,-27.55366266,0.15233496,0.143324875,0.076965274,0.306608185,0.228921164,0.091845542
155,11 Feb 2020 - 10:39:41 MST,11 Feb 2020 - 10:39:41 MST,0h 0m 0s,0h 0m 0s,1581442781,1581442781,1,2,,Text1,1,,Safari 604.1,,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,11 Feb 2020 - 10:39:46 MST,11 Feb 2020 - 10:39:46 MST,0h 0m 0s,0h 0m 0s,1581442786,1581442786,1,2,,Text1,1,,Safari 604.1,,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,11 Feb 2020 - 10:45:04 MST,11 Feb 2020 - 10:52:55 MST,0h 7m 51s,0h 7m 48s,1581443104,1581443575,1,5,,Terminate1,1,Mac OS X 10.14.6,Chrome 79.0.3945.130,,1433,,3,3,1,3,2,2,1,2,3,3,1,2,2,1,2,4,3,2,1,,84102,2,2,5,1,1,2,2,2,0.38114884,-101.2475886,42.15807823,59.08951033,33.18523423,-56.3620821,28.38094833,-5.204100464,9.661878569,-36.31829745,26.65641888,-69.70512118,26.39310837,-18.53555234,61.84756514,35.41761601,-35.41761601,42.37647504,-42.37647504,0.267228498,0.149245527,0.104957861,0.219254477,0.11805872,0.141254917
158,11 Feb 2020 - 10:45:38 MST,11 Feb 2020 - 10:50:47 MST,0h 5m 9s,0h 5m 6s,1581443138,1581443447,1,5,,Terminate1,1,,[FBAN FBIOS;FBDV,,375,,1,1,3,3,3,2,1,1,3,1,2,2,1,3,3,1,2,4,3,,84117,2,1,6,4,3,1,1,2,0.623397919,-60.37069539,34.01037487,26.36032052,-8.394465313,-26.80190159,30.56831042,4.628056487,27.77160143,-38.27172977,10.50012834,-37.76994603,-8.453238271,46.58285406,-0.359669763,99.35016754,-99.35016754,49.57612568,-49.57612568,0.157301784,0.09561702,0.110072219,0.140588,0.331167225,0.165253752
159,11 Feb 2020 - 10:45:56 MST,11 Feb 2020 - 10:54:08 MST,0h 8m 12s,0h 8m 10s,1581443156,1581443648,1,5,,Terminate1,1,,Safari 604.1,,414,,2,2,1,1,2,2,3,3,1,3,2,3,3,3,3,3,2,4,1,,84115,1,2,3,1,2,1,1,1,0.506862251,-35.5167137,0.130513459,35.38620024,-65.22010844,12.08160301,51.35790373,1.780601702,-14.86647882,33.33269416,-18.46621533,0.207824798,-41.87128461,-21.563411,63.22687081,42.12906206,-42.12906206,85.68194243,-85.68194243,0.118171523,0.194296687,0.086331516,0.175163592,0.140430207,0.285606475
160,11 Feb 2020 - 10:49:35 MST,11 Feb 2020 - 10:51:59 MST,0h 2m 24s,0h 2m 21s,1581443375,1581443519,1,2,,StateofUtah_Choice3,1,,[FBAN FBIOS;FBDV,,375,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,11 Feb 2020 - 10:50:27 MST,11 Feb 2020 - 11:05:18 MST,0h 14m 51s,0h 14m 45s,1581443427,1581444318,1,5,,Terminate1,1,Mac OS X 10.14.6,Safari 13.0.5,,1280,,3,2,1,2,3,3,3,3,3,1,2,1,2,3,2,4,3,2,1,,84115,1,2,3,1,1,1,1,2,0.597977012,-81.56202293,14.96881106,66.59321187,-78.30589422,15.08264328,9.366380046,53.85687089,-17.81778604,-16.74805415,34.56584019,23.12265431,8.144873449,-14.15166245,-17.11586531,58.05089184,-58.05089184,55.47903528,-55.47903528,0.246925391,0.220271275,0.087306044,0.067064199,0.193502973,0.184930118
162,11 Feb 2020 - 10:51:14 MST,11 Feb 2020 - 10:54:52 MST,0h 3m 38s,0h 3m 36s,1581443474,1581443692,1,2,,StateofUtah_Choice7,1,,Safari 604.1,,414,,3,3,2,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,11 Feb 2020 - 10:51:35 MST,11 Feb 2020 - 11:10:05 MST,0h 18m 30s,0h 18m 41s,1581443495,1581444605,1,2,,StateofUtah_Choice1,1,,[FBAN FBIOS;FBDV,,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,11 Feb 2020 - 10:52:09 MST,11 Feb 2020 - 12:40:11 MST,1h 48m 2s,1h 47m 59s,1581443529,1581450011,1,5,,Terminate1,1,,Safari 604.1,,414,,1,2,2,3,3,2,1,1,1,1,2,1,3,3,3,3,2,4,1,,84092,2,2,3,1,1,3,1,1,0.570837659,-44.60055615,-28.91803317,73.51858932,-75.32072142,11.98692128,74.60037053,-11.26657039,0.442316505,-1.680442939,1.238126435,2.021956788,8.866459803,9.726135115,-20.61455171,90.19329854,-90.19329854,59.15695465,-59.15695465,0.196865242,0.249868487,0.004864282,0.050567811,0.300644328,0.197189849
165,11 Feb 2020 - 10:53:37 MST,11 Feb 2020 - 11:02:38 MST,0h 9m 1s,0h 8m 57s,1581443617,1581444158,1,5,,Terminate1,1,,[FBAN FBIOS;FBDV,,414,,1,3,1,1,1,2,1,3,3,1,2,1,1,2,2,3,1,2,4,,84015,2,2,4,1,1,2,2,2,0.628050845,-49.70505752,2.202597933,47.50245959,-34.09127222,20.21438778,-16.30476264,30.18164708,12.48880887,-23.75461734,11.26580847,-34.75903722,-10.68572415,34.3582861,11.08647526,112.7253851,-112.7253851,53.85402197,-53.85402197,0.162012529,0.107121532,0.06040571,0.115195539,0.375751284,0.179513407
166,11 Feb 2020 - 10:54:11 MST,11 Feb 2020 - 10:57:29 MST,0h 3m 18s,0h 3m 15s,1581443651,1581443849,1,5,,Terminate1,1,,[FBAN FBIOS;FBDV,,320,,1,2,1,2,3,1,3,2,2,3,2,3,3,2,3,4,1,2,3,,84058,2,2,3,1,1,1,1,2,0.439130865,-53.71512584,-17.79978959,71.51491543,76.58881247,-8.343097913,-26.49152317,-41.75419139,-82.56434759,40.23012784,42.33421976,8.169762238,-85.58079251,56.0245109,21.38651937,18.81471779,-18.81471779,26.14682427,-26.14682427,0.208716735,0.19723834,0.208164279,0.236008839,0.062715726,0.087156081
167,11 Feb 2020 - 10:54:22 MST,11 Feb 2020 - 10:56:21 MST,0h 1m 59s,0h 1m 58s,1581443662,1581443781,1,2,,StateofUtah_Choice4,1,Windows 10.0,Chrome 79.0.3945.130,,1680,,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,11 Feb 2020 - 10:59:15 MST,11 Feb 2020 - 11:12:29 MST,0h 13m 14s,0h 13m 12s,1581443955,1581444749,1,5,,Terminate1,1,Android 9,Chrome 80.0.3987.87,,360,,3,1,3,3,1,2,3,2,1,1,3,3,1,1,2,4,2,1,3,,84104,1,2,3,1,1,2,1,1,0.570018726,-57.19707004,34.80837225,22.38869779,3.197375202,24.50372461,1.09968592,-28.80078573,1.865824029,-40.11145284,38.24562881,-22.32195074,59.37148002,16.13078774,-53.18031703,53.17311862,-53.17311862,78.71746571,-78.71746571,0.153342404,0.088840851,0.130595136,0.187586328,0.177243729,0.262391552
169,11 Feb 2020 - 10:59:51 MST,11 Feb 2020 - 16:02:33 MST,5h 2m 42s,5h 2m 39s,1581443991,1581462153,1,5,,Terminate1,1,,[FBAN FBIOS;FBDV,,414,,2,3,1,1,1,2,2,2,2,2,3,1,1,1,3,2,1,4,3,,84102,2,2,5,1,1,3,1,1,0.508842108,-36.19623238,-5.646570037,41.84280242,9.478451901,64.24137346,-73.04237282,-0.677452543,36.26684135,-17.52493343,-18.74190792,1.437040372,-46.21877615,78.14344855,-33.36171277,76.19670676,-76.19670676,26.45641572,-26.45641572,0.130065058,0.228806244,0.091681249,0.207270374,0.253989023,0.088188052
170,11 Feb 2020 - 11:02:44 MST,11 Feb 2020 - 11:08:25 MST,0h 5m 41s,0h 5m 38s,1581444164,1581444505,1,5,,Terminate1,1,Mac OS X 10.15.2,Safari 13.0.4,,1440,,3,3,2,2,2,1,1,2,3,2,1,1,1,1,2,4,3,1,2,,84074,2,2,3,1,1,3,1,1,0.536964182,5.123688358,-11.76244602,6.638757666,83.1018741,-28.09559237,-9.790714378,-45.21556735,-16.58104931,7.653225085,8.927824221,-92.19852968,29.86478872,57.2782932,5.055447757,102.7197986,-102.7197986,36.42803066,-36.42803066,0.030668673,0.213862402,0.042514789,0.249128038,0.342399329,0.121426769
171,11 Feb 2020 - 11:06:59 MST,11 Feb 2020 - 11:15:04 MST,0h 8m 5s,0h 8m 4s,1581444419,1581444904,1,5,,Terminate1,1,Android 10,Chrome 80.0.3987.87,,412,,1,2,3,2,1,3,1,3,1,2,2,2,1,3,3,2,1,4,3,,84108,1,2,3,1,1,2,2,1,0.578548724,-109.6454788,49.41728927,60.2281895,-45.89052262,-2.237711637,25.41041112,22.71782314,56.29030137,0.938952641,-57.22925401,5.687554345,12.6280329,24.60494348,-42.92053072,52.77261259,-52.77261259,36.11757162,-36.11757162,0.28312278,0.11883489,0.189199259,0.112542457,0.175908709,0.120391905
172,11 Feb 2020 - 11:07:43 MST,11 Feb 2020 - 11:17:11 MST,0h 9m 28s,0h 9m 27s,1581444463,1581445031,1,5,,Terminate1,1,Android 9,Chrome 79.0.3945.116,,384,,2,3,3,3,1,2,3,1,2,2,1,2,2,1,1,4,2,3,1,,84104,2,2,2,1,2,1,1,1,0.570056769,-74.75732274,49.53128569,25.22603705,1.81477647,22.54246463,-6.614273944,-17.74296715,78.22354891,-83.80649834,5.582949425,13.68937387,-26.34113574,-12.63632126,25.28808314,87.44913169,-87.44913169,23.43421514,-23.43421514,0.207147681,0.067142386,0.270050079,0.086048698,0.291497106,0.07811405
173,11 Feb 2020 - 11:12:43 MST,11 Feb 2020 - 11:15:46 MST,0h 3m 3s,0h 3m 0s,1581444763,1581444946,1,2,,StateofUtah_Choice8,1,Windows 10.0,Chrome 80.0.3987.87,,1349,,1,2,1,2,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,11 Feb 2020 - 11:15:11 MST,11 Feb 2020 - 11:15:35 MST,0h 0m 24s,0h 0m 23s,1581444911,1581444935,1,2,,StateofUtah_Choice2,1,,[FBAN FBIOS;FBDV,,375,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,11 Feb 2020 - 11:15:53 MST,11 Feb 2020 - 11:15:53 MST,0h 0m 0s,0h 0m 0s,1581444953,1581444953,1,2,,Text1,1,Android 9,Chrome 79.0.3945.136,,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,11 Feb 2020 - 11:15:53 MST,11 Feb 2020 - 11:15:53 MST,0h 0m 0s,0h 0m 0s,1581444953,1581444953,1,2,,Text1,1,,Mobile 15E148,,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,11 Feb 2020 - 11:16:03 MST,11 Feb 2020 - 11:16:04 MST,0h 0m 1s,0h 0m 0s,1581444963,1581444964,1,2,,Text1,1,,facebookexternalhit 1.1,,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,11 Feb 2020 - 11:19:30 MST,11 Feb 2020 - 11:19:30 MST,0h 0m 0s,0h 0m 0s,1581445170,1581445170,1,2,,Text1,1,,Mobile 15E148,,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,11 Feb 2020 - 11:23:59 MST,11 Feb 2020 - 11:37:35 MST,0h 13m 36s,0h 13m 34s,1581445439,1581446255,1,5,,Terminate1,1,Windows 10.0,Chrome 80.0.3987.87,,1536,,2,3,3,3,3,2,2,1,1,2,2,3,3,3,3,2,1,3,4,,84102,1,2,5,1,1,1,2,1,0.444532571,-43.44376468,16.20569676,27.23806792,63.10345833,54.24852757,-57.22966482,-60.12232108,120.8273127,-70.80114567,-50.02616704,-36.03545317,40.36040078,77.67243426,-81.99738187,24.30160167,-24.30160167,3.095455067,-3.095455067,0.117803054,0.205376299,0.319380764,0.26611636,0.081005339,0.010318184
180,11 Feb 2020 - 11:25:49 MST,11 Feb 2020 - 13:22:03 MST,1h 56m 14s,1h 56m 13s,1581445549,1581452523,1,2,,StateofUtah_Choice9,1,Mac OS X 10.13.6,Chrome 79.0.3945.130,,1280,,2,2,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,11 Feb 2020 - 11:27:09 MST,11 Feb 2020 - 11:27:09 MST,0h 0m 0s,0h 0m 0s,1581445629,1581445629,1,2,,Text1,1,Mac OS X 10.11.1,Safari 9.0.1,,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,11 Feb 2020 - 11:27:17 MST,11 Feb 2020 - 11:27:17 MST,0h 0m 0s,0h 0m 0s,1581445637,1581445637,1,2,,Text1,1,,Safari 604.1,,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,11 Feb 2020 - 11:28:47 MST,11 Feb 2020 - 11:28:48 MST,0h 0m 1s,0h 0m 0s,1581445727,1581445728,1,2,,Text1,1,,Safari 604.1,,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,11 Feb 2020 - 11:33:44 MST,11 Feb 2020 - 11:33:44 MST,0h 0m 0s,0h 0m 0s,1581446024,1581446024,1,2,,Text1,1,Android 8.0.0,Chrome 79.0.3945.136,,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,11 Feb 2020 - 11:34:35 MST,11 Feb 2020 - 11:36:05 MST,0h 1m 30s,0h 1m 28s,1581446075,1581446165,1,2,,StateofUtah_Choice4,1,,Mobile 15E148,,375,,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,11 Feb 2020 - 11:35:16 MST,11 Feb 2020 - 11:35:31 MST,0h 0m 15s,0h 0m 14s,1581446116,1581446131,1,2,,StateofUtah_Choice1,1,Windows 10.0,Chrome 79.0.3945.130,,1920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,11 Feb 2020 - 11:37:47 MST,11 Feb 2020 - 11:41:35 MST,0h 3m 48s,0h 3m 44s,1581446267,1581446495,1,5,,Terminate1,1,,Mobile 15E148,,375,,3,2,1,1,2,2,2,2,3,2,2,1,2,1,1,2,3,4,1,,84010,1,2,4,2,1,2,1,1,0.40263272,-51.47203506,16.66993408,34.80210098,-19.3039834,-16.48335634,44.25448691,-8.467147161,77.78700206,-30.99097352,-46.79602854,-115.1150989,109.6328602,24.52491395,-19.04267522,7.249050061,-7.249050061,43.16915192,-43.16915192,0.143790227,0.105930784,0.207638384,0.374579932,0.0241635,0.143897173
188,11 Feb 2020 - 11:38:46 MST,11 Feb 2020 - 11:43:48 MST,0h 5m 2s,0h 4m 59s,1581446326,1581446628,1,5,,Terminate1,1,,Mobile 15E148,,414,,1,1,1,3,1,3,3,3,1,2,3,2,2,3,2,4,3,1,2,,84036,1,2,5,1,1,1,2,2,0.501792612,-41.8112526,23.29527848,18.51597412,-36.95857519,-66.53656381,79.12472345,24.37041556,-4.915602557,13.48433704,-8.568734478,-36.59174197,-44.67614972,20.33816269,60.929729,20.03709511,-20.03709511,110.7495206,-110.7495206,0.108510885,0.242768812,0.036755119,0.176009798,0.066790317,0.369165069
189,11 Feb 2020 - 11:44:02 MST,11 Feb 2020 - 11:49:44 MST,0h 5m 42s,0h 5m 40s,1581446642,1581446984,1,5,,Terminate1,1,,Safari 604.1,,375,,2,3,2,2,3,1,3,3,3,1,2,2,1,3,2,3,2,1,4,,84103,1,2,5,1,2,1,1,1,0.459273973,-38.09287334,-13.74421229,51.83708562,-25.0279198,4.770986169,60.62445297,-40.36751933,40.10806679,-42.43633558,2.328268789,-51.89597261,86.18838389,-40.30695469,6.014543418,69.95382745,-69.95382745,24.27082748,-24.27082748,0.149883265,0.168319954,0.137574004,0.230140594,0.233179425,0.080902758
190,11 Feb 2020 - 11:44:34 MST,11 Feb 2020 - 11:44:42 MST,0h 0m 8s,0h 0m 7s,1581446674,1581446682,1,2,,StateofUtah_Choice1,1,,Mobile 15E148,,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,11 Feb 2020 - 11:45:47 MST,11 Feb 2020 - 11:45:47 MST,0h 0m 0s,0h 0m 0s,1581446747,1581446747,1,2,,Text1,1,,facebookexternalhit 1.1,,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,11 Feb 2020 - 11:46:35 MST,11 Feb 2020 - 11:49:21 MST,0h 2m 46s,0h 2m 45s,1581446795,1581446961,1,2,,StateofUtah_Choice4,1,Android 8.1.0,[FB_IAB FB4A;FBAV,,360,,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,11 Feb 2020 - 11:52:25 MST,11 Feb 2020 - 11:56:39 MST,0h 4m 14s,0h 4m 13s,1581447145,1581447399,1,2,,StateofUtah_Choice5,1,,[FBAN FBIOS;FBDV,,375,,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,11 Feb 2020 - 12:04:04 MST,11 Feb 2020 - 12:08:01 MST,0h 3m 57s,0h 3m 54s,1581447844,1581448081,1,5,,Terminate1,1,,[FBAN FBIOS;FBDV,,375,,3,1,1,2,3,1,1,1,2,2,3,3,3,3,1,3,2,4,1,,84092,1,2,3,1,1,1,1,1,0.522694158,-23.01725499,-9.523149872,32.54040487,-112.5304443,-96.98457862,27.54401122,181.9710117,9.460402031,4.57901736,-14.03941939,-11.68638108,19.74105825,-16.91390768,8.859230507,52.11989089,-52.11989089,42.77315748,-42.77315748,0.0925961,0.49083576,0.039166369,0.06109161,0.17373297,0.142577192
195,11 Feb 2020 - 12:04:50 MST,11 Feb 2020 - 12:06:58 MST,0h 2m 8s,0h 2m 5s,1581447890,1581448018,1,2,,StateofUtah_Choice7,1,,Mobile 15E148,,375,,1,1,2,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,11 Feb 2020 - 12:07:19 MST,11 Feb 2020 - 12:19:41 MST,0h 12m 22s,0h 12m 20s,1581448039,1581448781,1,5,,Terminate1,1,Android 10,Chrome 80.0.3987.87,,412,,2,2,3,1,2,1,1,3,2,3,2,1,1,1,1,3,1,4,2,,84601,1,2,3,1,1,2,1,1,0.525468423,-28.59780262,6.619281102,21.97852152,-39.7011428,21.81919291,59.54497642,-41.66302653,22.3053853,-15.30500139,-7.000383914,43.97073992,-93.93622997,82.09067781,-32.12518776,85.10426874,-85.10426874,32.18492048,-32.18492048,0.084293874,0.168680005,0.062683978,0.29337818,0.283680896,0.107283068
197,11 Feb 2020 - 12:07:51 MST,11 Feb 2020 - 12:17:26 MST,0h 9m 35s,0h 9m 32s,1581448071,1581448646,1,5,,Terminate1,1,Android 9,Chrome 80.0.3987.87,,360,,1,1,1,1,1,3,1,1,3,2,1,3,3,3,3,2,1,4,3,,84010,1,2,3,1,2,2,1,1,0.524127884,-17.7849016,18.67293856,-0.888036963,-29.22939609,-10.37671999,-44.77710307,84.38321914,21.95309802,-27.78745504,5.834357024,-101.8764125,-24.06153653,104.5337929,21.40415608,68.21956045,-68.21956045,20.89597914,-20.89597914,0.060763067,0.215267204,0.082900922,0.344017009,0.227398535,0.069653264
198,11 Feb 2020 - 12:09:02 MST,11 Feb 2020 - 12:16:09 MST,0h 7m 7s,0h 7m 4s,1581448142,1581448569,1,5,,Terminate1,1,Windows 10.0,Chrome 79.0.3945.130,,1280,,1,1,2,3,2,3,3,2,1,1,2,1,1,3,3,2,1,4,3,,84102,2,2,3,1,2,1,2,2,0.583879456,-84.46398364,31.46483171,52.99915192,-7.82324862,16.46642357,-14.02454263,5.381367678,47.65977103,-54.96838388,7.30861285,23.01598888,-32.97962219,11.82385164,-1.860218334,126.4291275,-126.4291275,10.28193863,-10.28193863,0.229105226,0.050818277,0.171046925,0.093326018,0.421430425,0.034273129
199,11 Feb 2020 - 12:09:06 MST,11 Feb 2020 - 12:09:06 MST,0h 0m 0s,0h 0m 0s,1581448146,1581448146,1,2,,Text1,1,,facebookexternalhit 1.1,,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,11 Feb 2020 - 12:10:20 MST,11 Feb 2020 - 12:12:02 MST,0h 1m 42s,0h 1m 39s,1581448220,1581448322,1,2,,StateofUtah_Choice4,1,,Mobile 15E148,,375,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
